HSCode,Name,Metro_Area,City,Admitted2015,Enrolled2015,enrolled2015PctSeniors,campus_url,twelfthcount,allstudentscount,BlackHispMulti,WhiteOther,Color,african_american_percent,hispanic_percent,atRiskPct,ecoDisPct,collegeReadyBothPct
2443485,Humble High School,Houston-The Woodlands-Sugar Land,Humble,9,6,0.017,/districts/humble-isd/humble-high-school/,346,1593,0.86,0.14,Minority,36.9,47.1,0.596,0.596,0.36
2446783,I H Kempner High School,Houston-The Woodlands-Sugar Land,Sugar Land,42,28,0.047,/districts/fort-bend-isd/kempner-high-school/,597,2390,0.46,0.54,White,14.4,29.1,0.302,0.353,0.66
2443374,J Frank Dobie High School,Houston-The Woodlands-Sugar Land,Houston,23,5,0.006,/districts/pasadena-isd/dobie-high-school/,843,3992,0.83,0.17,Minority,17.4,64.2,0.507,0.563,0.48
2443375,Jack Yates High School,Houston-The Woodlands-Sugar Land,Houston,5,2,0.011,/districts/houston-isd/yates-high-school/,185,1028,0.99,0.01,Minority,90.1,9,0.863,0.729,0.26
2443736,James E Taylor High School,Houston-The Woodlands-Sugar Land,Katy,69,40,0.059,/districts/katy-isd/taylor-high-school/,680,2937,0.34,0.66,White,6.7,23.3,0.269,0.168,0.8
2443398,James Madison High School Meter/Space S,Houston-The Woodlands-Sugar Land,Houston,14,8,0.022,/districts/houston-isd/madison-high-school/,363,1817,0.99,0.01,Minority,43.5,55.1,0.875,0.741,0.34
2443380,Jefferson Davis Sr High School,Houston-The Woodlands-Sugar Land,Houston,23,1,0.003,/districts/houston-isd/davis-high-school/,392,1677,0.99,0.01,Minority,12.2,86.3,0.838,0.968,0.33
2443381,Jersey Village High School,Houston-The Woodlands-Sugar Land,Houston,39,26,0.034,/districts/cypress-fairbanks-isd/jersey-village-high-school/,765,3450,0.68,0.32,Minority,11.9,55,0.417,0.51,0.62
2443385,John H Reagan Senior High School,Houston-The Woodlands-Sugar Land,Houston,27,9,0.019,/districts/houston-isd/reagan-high-school/,467,2226,0.95,0.05,Minority,11.3,82.8,0.698,0.758,0.45
2443735,Katy High School,Houston-The Woodlands-Sugar Land,Katy,28,11,0.017,/districts/katy-isd/katy-high-school/,635,3052,0.46,0.54,White,7.4,35.4,0.413,0.298,0.61
2443372,Kerr High School,Houston-The Woodlands-Sugar Land,Houston,16,9,0.049,/districts/alief-isd/kerr-high-school/,182,786,0.33,0.67,White,10.9,21.6,0.167,0.603,0.86
2443863,Kingwood High School,Houston-The Woodlands-Sugar Land,Kingwood,43,24,0.04,/districts/humble-isd/kingwood-high-school/,607,2602,0.19,0.81,White,3,13.5,0.264,0.047,0.73
2443874,Kingwood Park High School,Houston-The Woodlands-Sugar Land,Kingwood,18,10,0.025,/districts/humble-isd/kingwood-park-high-school/,398,1762,0.31,0.69,White,5.3,23.8,0.383,0.175,0.6
2443305,Kipp Houston High School,Houston-The Woodlands-Sugar Land,Houston,8,2,0.016,/districts/kipp-inc-charter/kipp-houston-high-school/,122,591,0.97,0.03,Minority,18.8,77.3,0.289,0.866,0.76
2446693,Klein Collins High School,Houston-The Woodlands-Sugar Land,Spring,32,20,0.025,/districts/klein-isd/klein-collins-high-school/,805,3552,0.48,0.52,White,11.6,33.1,0.412,0.292,0.59
2443394,Klein Forest High School,Houston-The Woodlands-Sugar Land,Houston,34,8,0.011,/districts/klein-isd/klein-forest-high-school/,749,3572,0.85,0.15,Minority,27.8,55.6,0.593,0.752,0.45
2446690,Klein High School,Houston-The Woodlands-Sugar Land,Klein,61,36,0.041,/districts/klein-isd/klein-high-school/,882,3828,0.42,0.58,White,12,27.3,0.371,0.279,0.66
2446691,Klein Oak High School,Houston-The Woodlands-Sugar Land,Spring,49,31,0.036,/districts/klein-isd/klein-oak-high-school/,863,3853,0.4,0.6,White,9.8,27.6,0.359,0.254,0.63
2446788,L V Hightower High School,Houston-The Woodlands-Sugar Land,Missouri City,37,14,0.027,/districts/fort-bend-isd/hightower-high-school/,522,2253,0.86,0.14,Minority,55.8,28.9,0.425,0.477,0.59
2443980,La Marque High School,Houston-The Woodlands-Sugar Land,La Marque,1,1,0.008,/districts/la-marque-isd/la-marque-high-school/,128,511,0.89,0.11,Minority,66.3,21.1,0.249,0.188,0.37
2444025,La Porte High School,Houston-The Woodlands-Sugar Land,La Porte,10,7,0.017,/districts/la-porte-isd/la-porte-high-school/,414,2119,0.55,0.45,Minority,6.2,45.5,0.402,0.408,0.45
2446000,Lamar Consolidated High School,Houston-The Woodlands-Sugar Land,Rosenberg,14,5,0.015,/districts/lamar-cisd/lamar-consolidated-high-school/,325,1507,0.77,0.23,Minority,25,50.8,0.635,0.516,0.5
2443424,Langham Creek High School,Houston-The Woodlands-Sugar Land,Houston,45,21,0.029,/districts/cypress-fairbanks-isd/langham-creek-high-school/,733,3195,0.62,0.38,Minority,16.9,42.9,0.344,0.435,0.61
2443397,Macarthur High School,Houston-The Woodlands-Sugar Land,Houston,29,5,0.006,/districts/aldine-isd/macarthur-high-school/,806,2810,0.98,0.02,Minority,6.7,91,0.728,0.823,0.52
2444425,Magnolia High School,Houston-The Woodlands-Sugar Land,Magnolia,12,7,0.017,/districts/magnolia-isd/magnolia-high-school/,417,1793,0.3,0.71,White,2.2,24.9,0.207,0.216,0.62
2444424,Magnolia West High School,Houston-The Woodlands-Sugar Land,Magnolia,5,2,0.006,/districts/magnolia-isd/magnolia-west-high-school/,338,1831,0.31,0.69,White,2.5,27.5,0.222,0.381,0.46
2444463,Manvel High School,Houston-The Woodlands-Sugar Land,Manvel,36,17,0.032,/districts/alvin-isd/manvel-high-school/,537,2797,0.7,0.3,Minority,33.7,35.2,0.343,0.392,0.55
2443426,Mayde Creek High School,Houston-The Woodlands-Sugar Land,Houston,25,18,0.032,/districts/katy-isd/mayde-creek-high-school/,568,2746,0.72,0.28,Minority,16.9,53.1,0.523,0.581,0.56
2443402,Memorial Senior High School,Houston-The Woodlands-Sugar Land,Houston,99,55,0.092,/districts/spring-branch-isd/memorial-high-school/,596,2595,0.22,0.78,White,1.9,17.9,0.164,0.1,0.8
2443405,Mirabeau B Lamar Sr High Sch,Houston-The Woodlands-Sugar Land,Houston,58,31,0.039,/districts/houston-isd/lamar-high-school/,787,3269,0.69,0.31,Minority,31.1,36.8,0.491,0.477,0.64
2444865,Montgomery High School,Houston-The Woodlands-Sugar Land,Montgomery,18,11,0.025,/districts/montgomery-isd/montgomery-high-school/,447,2360,0.16,0.84,White,3.4,11.4,0.266,0.185,0.71
2443739,Morton Ranch High School,Houston-The Woodlands-Sugar Land,Katy,23,10,0.013,/districts/katy-isd/morton-ranch-high-school/,785,3372,0.75,0.25,Minority,19.2,53.1,0.511,0.568,0.49
2445030,Needville High School,Houston-The Woodlands-Sugar Land,Needville,7,5,0.027,/districts/needville-isd/needville-high-school/,182,861,0.43,0.57,White,3.5,38.1,0.348,0.296,0.68
2445060,New Caney High School,Houston-The Woodlands-Sugar Land,New Caney,6,1,0.003,/districts/new-caney-isd/new-caney-high-school/,297,1570,0.48,0.51,White,2.5,44.8,0.603,0.606,0.44
2443413,Nimitz High School,Houston-The Woodlands-Sugar Land,Houston,11,6,0.013,/districts/aldine-isd/nimitz-high-school/,457,1775,0.95,0.05,Minority,42.5,50.2,0.707,0.536,0.38
2443408,North Shore Senior High School,Houston-The Woodlands-Sugar Land,Houston,20,11,0.011,/districts/galena-park-isd/north-shore-senior-high-school/,1021,4622,0.94,0.07,Minority,25.2,67.5,0.622,0.704,0.47
2443411,Northbrook Senior High School,Houston-The Woodlands-Sugar Land,Houston,12,2,0.005,/districts/spring-branch-isd/northbrook-high-school/,433,2248,0.94,0.05,Minority,3.6,90.7,0.707,0.848,0.32
2441473,Oak Ridge High School,Houston-The Woodlands-Sugar Land,Conroe,30,15,0.02,/districts/conroe-isd/oak-ridge-high-school/,755,3631,0.4,0.6,White,9.9,27.2,0.345,0.224,0.61
2445375,Pasadena High School,Houston-The Woodlands-Sugar Land,Pasadena,17,4,0.008,/districts/pasadena-isd/pasadena-high-school/,532,2595,0.96,0.04,Minority,1.1,94.6,0.54,0.798,0.38
2445773,Pasadena Memorial High School,Houston-The Woodlands-Sugar Land,Pasadena,25,9,0.014,/districts/pasadena-isd/pasadena-memorial-high-school/,666,3100,0.82,0.18,Minority,4.2,76.8,0.396,0.618,0.62
2445410,Pearland High School,Houston-The Woodlands-Sugar Land,Pearland,21,7,0.011,/districts/pearland-isd/pearland-high-school/,660,2915,0.5,0.5,White,13.2,34.1,0.348,0.263,0.65
2445644,Porter High School,Houston-The Woodlands-Sugar Land,Porter,7,3,0.009,/districts/new-caney-isd/porter-high-school/,333,1674,0.57,0.44,Minority,3.8,51.6,0.491,0.48,0.46
2444836,Ridge Point High School,Houston-The Woodlands-Sugar Land,Missouri City,27,15,0.032,/districts/fort-bend-isd/ridge-point-high-school/,463,2097,0.55,0.45,Minority,31.1,20.6,0.248,0.169,0.71
2443418,Robert E Lee High School,Houston-The Woodlands-Sugar Land,Houston,10,7,0.025,/districts/houston-isd/lee-high-school/,282,1533,0.89,0.11,Minority,14.8,73.7,0.827,0.609,0.33
2440490,Robert E Lee Senior High School,Houston-The Woodlands-Sugar Land,Baytown,8,5,0.022,/districts/goose-creek-cisd/lee-high-school/,228,1412,0.87,0.13,Minority,13.8,71.3,0.627,0.725,0.45
2440492,Ross S Sterling High School,Houston-The Woodlands-Sugar Land,Baytown,16,11,0.027,/districts/goose-creek-cisd/sterling-high-school/,409,2424,0.71,0.29,Minority,18.4,50.9,0.389,0.571,0.52
2445385,Royal High School,Houston-The Woodlands-Sugar Land,Pattison,4,2,0.018,/districts/royal-isd/royal-high-school/,111,531,0.89,0.12,Minority,19.8,67.2,0.71,0.712,0.49
2443452,S P Waltrip Senior High School,Houston-The Woodlands-Sugar Land,Houston,10,5,0.016,/districts/houston-isd/waltrip-high-school/,317,1641,0.91,0.09,Minority,13.8,76.3,0.757,0.724,0.42
2443437,Sam Houston Math Science And Technology,Houston-The Woodlands-Sugar Land,Houston,12,5,0.011,/districts/houston-isd/sam-houston-math-science-and-technology-center/,442,2599,0.98,0.02,Minority,6.8,90.8,0.889,0.881,0.41
2445373,Sam Rayburn High School,Houston-The Woodlands-Sugar Land,Pasadena,21,5,0.008,/districts/pasadena-isd/sam-rayburn-high-school/,636,2973,0.93,0.07,Minority,3.2,89.7,0.537,0.773,0.38
2440090,Santa Fe High School,Houston-The Woodlands-Sugar Land,Santa Fe,6,4,0.013,/districts/santa-fe-isd/santa-fe-high-school/,306,1450,0.19,0.81,White,0.6,17.2,0.508,0.197,0.38
2443441,Scarborough Senior High School,Houston-The Woodlands-Sugar Land,Houston,5,1,0.008,/districts/houston-isd/scarborough-high-school/,131,700,0.95,0.04,Minority,24.1,71.1,0.773,0.926,0.25
2446410,Sealy High School,Houston-The Woodlands-Sugar Land,Sealy,10,5,0.03,/districts/sealy-isd/sealy-high-school/,166,853,0.56,0.44,Minority,11.7,43.1,0.411,0.521,0.54
2443727,Seven Lakes High School,Houston-The Woodlands-Sugar Land,Katy,121,74,0.072,/districts/katy-isd/seven-lakes-high-school/,1034,3462,0.31,0.69,White,6.6,21.9,0.173,0.059,0.81
2446652,South Houston High School,Houston-The Woodlands-Sugar Land,South Houston,17,2,0.003,/districts/pasadena-isd/south-houston-high-school/,596,2681,0.96,0.04,Minority,8.6,87.1,0.528,0.811,0.4
2446692,Spring High School,Houston-The Woodlands-Sugar Land,Spring,13,7,0.01,/districts/spring-isd/spring-high-school/,704,3313,0.72,0.28,Minority,30.3,40,0.613,0.552,0.4
2443451,Spring Woods Senior High School,Houston-The Woodlands-Sugar Land,Houston,24,11,0.025,/districts/spring-branch-isd/spring-woods-high-school/,440,2117,0.86,0.14,Minority,6.2,78.9,0.654,0.765,0.47
2446714,Stafford High School,Houston-The Woodlands-Sugar Land,Stafford,12,9,0.039,/districts/stafford-msd/stafford-high-school/,232,1001,0.89,0.11,Minority,43.8,43,0.543,0.572,0.43
2445860,Stephen F Austin High School,Houston-The Woodlands-Sugar Land,Sugar Land,56,33,0.058,/districts/fort-bend-isd/stephen-f-austin-high-school/,573,2311,0.35,0.65,White,17.8,14.9,0.305,0.22,0.79
2443450,Stephen F. Austin High School,Houston-The Woodlands-Sugar Land,Houston,6,2,0.006,/districts/houston-isd/austin-high-school/,328,1841,0.99,0.01,Minority,3.7,94.8,0.844,0.842,0.42
2443447,Stratford High School,Houston-The Woodlands-Sugar Land,Houston,63,38,0.092,/districts/spring-branch-isd/stratford-high-school/,412,1930,0.37,0.64,White,10.8,24.4,0.281,0.233,0.77
2443603,Summer Creek High School,Houston-The Woodlands-Sugar Land,Houston,14,7,0.013,/districts/humble-isd/summer-creek-high-school/,534,2416,0.83,0.18,Minority,41,40.2,0.47,0.49,0.42
2441350,Tarkington High School,Houston-The Woodlands-Sugar Land,Cleveland,2,1,0.009,/districts/tarkington-isd/tarkington-high-school/,106,542,0.1,0.91,White,0.6,8.5,0.5,0.395,0.53
2446980,Texas City High School,Houston-The Woodlands-Sugar Land,Texas City,9,6,0.015,/districts/texas-city-isd/texas-city-high-school/,393,1806,0.62,0.38,Minority,21.3,40.1,0.511,0.552,0.41
2443201,Texas Connections Academy at Houston,Houston-The Woodlands-Sugar Land,Houston,1,1,0.003,/districts/houston-isd/texas-connections-academy-at-houst/,332,4443,0.41,0.59,White,11.6,26.1,0.197,0.439,0.54
2444841,Thurgood Marshall High School,Houston-The Woodlands-Sugar Land,Missouri City,9,3,0.01,/districts/fort-bend-isd/thurgood-marshall-high-school/,291,1236,0.97,0.03,Minority,72,25,0.594,0.632,0.3
2447043,Tomball High School,Houston-The Woodlands-Sugar Land,Tomball,12,4,0.011,/districts/tomball-isd/tomball-high-school/,360,1619,0.37,0.63,White,4.4,30.1,0.336,0.261,0.57
2447044,Tomball Memorial High School,Houston-The Woodlands-Sugar Land,Tomball,16,9,0.02,/districts/tomball-isd/tomball-memorial-h-s/,446,1939,0.35,0.65,White,6.5,24.4,0.248,0.129,0.71
2447335,Waller High School,Houston-The Woodlands-Sugar Land,Waller,8,5,0.016,/districts/waller-isd/waller-high-school/,307,1696,0.59,0.41,Minority,11.2,45.3,0.456,0.555,0.56
2443454,Westbury Senior High School,Houston-The Woodlands-Sugar Land,Houston,15,1,0.002,/districts/houston-isd/westbury-high-school/,467,2174,0.92,0.08,Minority,36.9,55.2,0.837,0.72,0.31
2443524,Westchester Acad Intl Studies,Houston-The Woodlands-Sugar Land,Houston,13,9,0.068,/districts/spring-branch-isd/westchester-academy-for-international-studies/,133,971,0.7,0.3,Minority,3.3,65.1,0.291,0.555,0.76
2443458,Westfield High School,Houston-The Woodlands-Sugar Land,Houston,30,19,0.027,/districts/spring-isd/westfield-high-school/,699,3220,0.89,0.11,Minority,45,43.8,0.64,0.693,0.31
2443522,Westside High School,Houston-The Woodlands-Sugar Land,Houston,37,20,0.038,/districts/houston-isd/westside-high-school/,533,2734,0.71,0.29,Minority,31.9,37.2,0.577,0.542,0.55
2445848,William B Travis High School,Houston-The Woodlands-Sugar Land,Richmond,28,15,0.025,/districts/fort-bend-isd/william-b-travis-high-school/,598,2490,0.57,0.43,Minority,29.1,24.7,0.343,0.275,0.72
2446784,William P Clements High School,Houston-The Woodlands-Sugar Land,Sugar Land,110,60,0.101,/districts/fort-bend-isd/clements-high-school/,596,2439,0.21,0.79,White,6.5,11.5,0.141,0.066,0.9
2447565,Willis High School,Houston-The Woodlands-Sugar Land,Willis,10,3,0.007,/districts/willis-isd/willis-high-school/,406,1942,0.41,0.59,White,8.4,30.1,0.533,0.495,0.46
2446712,Willowridge High School,Houston-The Woodlands-Sugar Land,Houston,4,2,0.007,/districts/fort-bend-isd/willowridge-high-school/,274,1257,0.99,0.01,Minority,54,44.2,0.533,0.723,0.21
2447642,Woodlands College Park High School The,Houston-The Woodlands-Sugar Land,The Woodlands,71,36,0.057,/districts/conroe-isd/college-park-high-school/,627,2792,0.29,0.71,White,6.3,20,0.201,0.133,0.75
2441471,Woodlands High School The,Houston-The Woodlands-Sugar Land,The Woodlands,97,43,0.044,/districts/conroe-isd/the-woodlands-high-school/,981,4137,0.26,0.74,White,2.2,21.5,0.176,0.03,0.83
2446120,Alamo Heights High School,San Antonio-New Braunfels,San Antonio,37,17,0.048,/districts/alamo-heights-isd/alamo-heights-high-school/,351,1548,0.42,0.58,White,1,40.2,0.183,0.141,0.77
2440410,Bandera High School,San Antonio-New Braunfels,Bandera,2,1,0.007,/districts/bandera-isd/bandera-high-school/,147,678,0.29,0.71,White,0.6,27.6,0.435,0.409,0.6
2440730,Boerne High School,San Antonio-New Braunfels,Boerne,7,4,0.019,/districts/boerne-isd/boerne-high-school/,215,1024,0.29,0.71,White,0.3,27.1,0.41,0.188,0.7
2440732,Boerne Samuel V Champion High School,San Antonio-New Braunfels,Boerne,18,8,0.025,/districts/boerne-isd/boerne-samuel-v-champion-high-school/,319,1451,0.27,0.73,White,0.4,24.9,0.29,0.094,0.73
2446088,Byron P Steele II High School,San Antonio-New Braunfels,Cibolo,22,12,0.022,/districts/schertz-cibolo-universal-city-isd/byron-p-steele-ii-high-school/,554,2191,0.58,0.43,Minority,17.5,34.7,0.431,0.188,0.55
2445053,Canyon High School,San Antonio-New Braunfels,New Braunfels,23,11,0.021,/districts/comal-isd/canyon-high-school/,528,2338,0.47,0.53,White,3.1,42,0.473,0.308,0.6
2442404,Canyon Lake High School,San Antonio-New Braunfels,Fischer,7,2,0.009,/districts/comal-isd/canyon-lake-high-school/,213,920,0.26,0.74,White,1.1,21.7,0.497,0.367,0.56
2446093,Claudia Taylor Ladybird Johnso,San Antonio-New Braunfels,San Antonio,51,30,0.041,/districts/north-east-isd/johnson-high-school/,723,2940,0.49,0.52,White,4.7,40.4,0.292,0.129,0.72
2441975,Devine High School,San Antonio-New Braunfels,Devine,2,2,0.017,/districts/devine-isd/devine-high-school/,118,556,0.62,0.38,Minority,0.5,59.9,0.617,0.457,0.36
2446170,Dillard McCollum High School,San Antonio-New Braunfels,San Antonio,14,6,0.015,/districts/harlandale-isd/mccollum-high-school/,395,1792,0.97,0.03,Minority,0.7,96,0.7,0.827,0.48
2446132,Douglas Macarthur High School,San Antonio-New Braunfels,San Antonio,22,13,0.022,/districts/north-east-isd/macarthur-high-school/,595,2539,0.68,0.33,Minority,9,55.3,0.512,0.46,0.62
2446186,Earl Warren High School,San Antonio-New Braunfels,San Antonio,27,10,0.016,/districts/northside-isd-bexar/warren-high-school/,624,3052,0.85,0.16,Minority,8.8,73.5,0.566,0.452,0.61
2446135,East Central High School,San Antonio-New Braunfels,San Antonio,22,6,0.009,/districts/east-central-isd/east-central-high-school/,634,2937,0.79,0.21,Minority,8.6,69.6,0.649,0.545,0.44
2442430,Floresville High School,San Antonio-New Braunfels,Floresville,9,6,0.022,/districts/floresville-isd/floresville-high-school/,269,1186,0.65,0.36,Minority,1.3,61.8,0.375,0.414,0.56
2446145,G W Brackenridge High School,San Antonio-New Braunfels,San Antonio,19,6,0.013,/districts/san-antonio-isd/brackenridge-high-school/,456,1991,0.98,0.02,Minority,4,93.7,0.74,0.89,0.43
2446150,Harlandale High School,San Antonio-New Braunfels,San Antonio,11,4,0.01,/districts/harlandale-isd/harlandale-high-school/,383,1958,0.98,0.02,Minority,0.4,97.9,0.744,0.851,0.42
2446151,Highlands High School,San Antonio-New Braunfels,San Antonio,10,3,0.01,/districts/san-antonio-isd/highlands-high-school/,315,1661,0.97,0.03,Minority,7.6,88.9,0.811,0.876,0.31
2443300,Hondo High School,San Antonio-New Braunfels,Hondo,4,2,0.016,/districts/hondo-isd/hondo-high-school/,127,602,0.67,0.33,Minority,1.2,64.3,0.573,0.518,0.53
2446144,International School Americas,San Antonio-New Braunfels,San Antonio,13,9,0.076,/districts/north-east-isd/international-school-of-america/,119,479,0.61,0.39,Minority,3.3,54.5,0.188,0.203,0.86
2446154,James Madison High School,San Antonio-New Braunfels,San Antonio,18,9,0.013,/districts/north-east-isd/madison-high-school/,718,3352,0.69,0.31,Minority,8.7,57.6,0.544,0.439,0.62
2446157,John F Kennedy High School,San Antonio-New Braunfels,San Antonio,7,2,0.007,/districts/edgewood-isd-bexar/john-f-kennedy-high-school/,295,1351,0.99,0.01,Minority,1.2,97.8,0.833,0.868,0.35
2446156,John Jay High School,San Antonio-New Braunfels,San Antonio,23,13,0.021,/districts/northside-isd-bexar/jay-high-school/,612,2928,0.9,0.1,Minority,4.8,83.7,0.64,0.667,0.49
2446175,John Marshall High School,San Antonio-New Braunfels,San Antonio,18,9,0.015,/districts/northside-isd-bexar/marshall-high-school/,592,2682,0.75,0.25,Minority,6,66.6,0.573,0.46,0.54
2446215,John Paul Stevens High School,San Antonio-New Braunfels,San Antonio,12,8,0.015,/districts/northside-isd-bexar/stevens-high-school/,551,2859,0.89,0.11,Minority,9.5,77.2,0.623,0.579,0.49
2443705,Jourdanton High School,San Antonio-New Braunfels,Jourdanton,2,1,0.009,/districts/jourdanton-isd/jourdanton-high-school/,116,488,0.57,0.43,Minority,0.4,55.3,0.424,0.473,0.51
2444209,Judson Early College Academy,San Antonio-New Braunfels,Universal City,5,2,0.019,/districts/judson-isd/judson-early-college-academy/,106,456,0.76,0.24,Minority,21.1,49.6,0.579,0.487,0.89
2441472,Judson Senior High School,San Antonio-New Braunfels,Converse,13,5,0.009,/districts/judson-isd/judson-high-school/,562,3625,0.78,0.22,Minority,25.3,49.4,0.841,0.505,0.44
2446277,Karen Wagner High School,San Antonio-New Braunfels,San Antonio,5,3,0.008,/districts/judson-isd/karen-wagner-high-school/,381,2274,0.88,0.12,Minority,30.3,56.8,0.87,0.701,0.3
2444075,La Vernia High School,San Antonio-New Braunfels,La Vernia,8,3,0.013,/districts/la-vernia-isd/la-vernia-high-school/,232,1012,0.29,0.71,White,0.7,26.3,0.316,0.195,0.49
2446254,Louis D Brandeis High School,San Antonio-New Braunfels,San Antonio,27,13,0.024,/districts/northside-isd-bexar/brandeis-high-school/,552,2593,0.64,0.36,Minority,5.4,54.8,0.477,0.249,0.69
2446165,Luther Burbank High School,San Antonio-New Braunfels,San Antonio,14,3,0.01,/districts/san-antonio-isd/burbank-high-school/,300,1393,0.99,0.02,Minority,0.8,97.7,0.734,0.878,0.44
2444405,Lytle High School,San Antonio-New Braunfels,Lytle,4,1,0.007,/districts/lytle-isd/lytle-high-school/,138,510,0.82,0.18,Minority,1.4,80,0.447,0.667,0.39
2444490,Marion High School,San Antonio-New Braunfels,Marion,4,3,0.029,/districts/marion-isd/marion-high-school/,104,464,0.35,0.65,White,1.9,30.8,0.405,0.321,0.51
2441155,Medina Valley High School,San Antonio-New Braunfels,Castroville,9,5,0.022,/districts/medina-valley-isd/medina-valley-high-school/,229,1155,0.6,0.4,Minority,3.3,55.9,0.39,0.433,0.56
2446177,Memorial High School,San Antonio-New Braunfels,San Antonio,7,1,0.004,/districts/edgewood-isd-bexar/memorial-high-school/,247,1244,0.99,0.01,Minority,1.2,98.1,0.835,0.91,0.33
2446425,Navarro High School,San Antonio-New Braunfels,Seguin,4,3,0.027,/districts/navarro-isd/navarro-high-school/,110,530,0.41,0.59,White,1.3,38.9,0.279,0.302,0.67
2445055,New Braunfels Senior High School,San Antonio-New Braunfels,New Braunfels,17,7,0.013,/districts/new-braunfels-isd/new-braunfels-high-school/,546,1711,0.43,0.57,White,1.9,40.1,0.425,0.243,0.62
2446148,Northside Health Careers High School,San Antonio-New Braunfels,San Antonio,22,8,0.038,/districts/northside-isd-bexar/health-careers-high-school/,213,852,0.6,0.4,Minority,4.2,52,0.257,0.29,0.95
2446178,Oliver Wendell Holmes High School,San Antonio-New Braunfels,San Antonio,1,1,0.002,/districts/northside-isd-bexar/holmes-high-school/,527,2808,0.9,0.1,Minority,5.7,83.4,0.621,0.746,0.54
2445570,Pleasanton High School,San Antonio-New Braunfels,Pleasanton,7,3,0.013,/districts/pleasanton-isd/pleasanton-high-school/,229,1004,0.69,0.31,Minority,0.4,68.2,0.629,0.394,0.54
2446203,Robert E Lee High School,San Antonio-New Braunfels,San Antonio,22,11,0.021,/districts/north-east-isd/lee-high-school/,522,2546,0.85,0.15,Minority,4,79.8,0.6,0.622,0.56
2446207,Ronald Reagan High School,San Antonio-New Braunfels,San Antonio,51,25,0.037,/districts/north-east-isd/reagan-high-school/,682,3091,0.49,0.52,White,4.4,41.5,0.263,0.099,0.78
2446235,Sam Houston High School,San Antonio-New Braunfels,San Antonio,7,3,0.017,/districts/san-antonio-isd/houston-high-school/,172,993,0.97,0.03,Minority,44.1,51.7,0.792,0.919,0.24
2446365,Samuel Clemens High School,San Antonio-New Braunfels,Schertz,18,10,0.021,/districts/schertz-cibolo-universal-city-isd/samuel-clemens-high-school/,468,2447,0.53,0.47,Minority,10.8,37.5,0.438,0.228,0.62
2443199,Sandra Day O'Connor High School,San Antonio-New Braunfels,Helotes,27,23,0.032,/districts/northside-isd-bexar/oconnor-high-school/,729,3090,0.62,0.38,Minority,3.9,55.4,0.482,0.236,0.72
2446430,Seguin High School,San Antonio-New Braunfels,Seguin,11,10,0.029,/districts/seguin-isd/seguin-high-school/,345,1884,0.7,0.3,Minority,5.7,63.7,0.541,0.535,0.42
2446245,Sidney Lanier High School,San Antonio-New Braunfels,San Antonio,15,6,0.017,/districts/san-antonio-isd/lanier-high-school/,359,1699,0.98,0.02,Minority,1.3,96.9,0.839,0.922,0.29
2445056,Smithson Valley High School,San Antonio-New Braunfels,Spring Branch,21,11,0.02,/districts/comal-isd/smithson-valley-high-school/,540,2419,0.39,0.61,White,3,34,0.363,0.127,0.75
2446625,Somerset High School,San Antonio-New Braunfels,Somerset,6,3,0.014,/districts/somerset-isd/somerset-high-school/,207,1069,0.88,0.12,Minority,0.3,87.2,0.616,0.724,0.3
2446665,South San Antonio High School,San Antonio-New Braunfels,San Antonio,18,9,0.018,/districts/south-san-antonio-isd/south-san-antonio-high-school/,511,2420,0.98,0.02,Minority,1.5,96.6,0.674,0.896,0.43
2446250,Southside High School,San Antonio-New Braunfels,San Antonio,8,4,0.016,/districts/southside-isd/southside-high-school/,252,1432,0.91,0.09,Minority,0.8,90.1,0.59,0.723,0.57
2440265,Southwest High School,San Antonio-New Braunfels,San Antonio,19,9,0.012,/districts/southwest-isd/southwest-high-school/,727,3530,0.94,0.06,Minority,2.8,90.4,0.526,0.799,0.4
2446258,Theodore Roosevelt High School,San Antonio-New Braunfels,San Antonio,25,14,0.023,/districts/north-east-isd/roosevelt-high-school/,607,2895,0.8,0.2,Minority,17,60.4,0.634,0.626,0.46
2446260,Thomas A Edison High School,San Antonio-New Braunfels,San Antonio,20,4,0.012,/districts/san-antonio-isd/edison-high-school/,329,1687,0.98,0.02,Minority,1.4,96.3,0.755,0.899,0.44
2446265,Thomas Jefferson High School,San Antonio-New Braunfels,San Antonio,11,2,0.006,/districts/san-antonio-isd/jefferson-high-school/,363,1660,0.97,0.03,Minority,2,95.1,0.716,0.873,0.33
2446261,Tom C Clark High School,San Antonio-New Braunfels,San Antonio,45,25,0.04,/districts/northside-isd-bexar/clark-high-school/,621,2811,0.63,0.37,Minority,5.5,54.3,0.497,0.32,0.72
2446271,William Howard Taft High School,San Antonio-New Braunfels,San Antonio,11,5,0.008,/districts/northside-isd-bexar/taft-high-school/,617,2899,0.78,0.22,Minority,8.1,66.1,0.529,0.416,0.54
2446239,William J Brennan High School,San Antonio-New Braunfels,San Antonio,12,3,0.006,/districts/northside-isd-bexar/brennan-high-school/,516,2454,0.76,0.24,Minority,11.8,58.3,0.461,0.341,0.6
2446273,Winston Churchill High School,San Antonio-New Braunfels,San Antonio,38,24,0.035,/districts/north-east-isd/churchill-high-school/,688,2974,0.58,0.42,Minority,3.9,51.4,0.422,0.298,0.66
