HSCode,Name,Metro_Area,City,Admitted2015,Enrolled2015,enrolled2015PctSeniors,campus_url,twelfthcount,allstudentscount,BlackHispMulti,WhiteOther,Color,african_american_percent,hispanic_percent,atRiskPct,ecoDisPct,collegeReadyBothPct
2445841,Lloyd V Berkner High School,Dallas-Fort Worth-Arlington,Richardson,25,17,0.03,/districts/richardson-isd/berkner-high-school/,574,2477,0.63,0.37,Minority,29.3,30.5,0.521,0.527,0.53
2442638,Lone Star High School,Dallas-Fort Worth-Arlington,Frisco,8,1,0.003,/districts/frisco-isd/lone-star-high-school/,307,1364,0.4,0.61,White,18.8,18,0.163,0.144,0.7
2444368,Lovejoy High School,Dallas-Fort Worth-Arlington,Lucas,15,10,0.039,/districts/lovejoy-isd/lovejoy-high-school/,259,1255,0.13,0.87,White,1.9,8,0.084,0.022,0.84
2444410,Mabank High School,Dallas-Fort Worth-Arlington,Mabank,2,1,0.004,/districts/mabank-isd/mabank-high-school/,224,1020,0.17,0.83,White,1.1,12.7,0.447,0.516,0.57
2443562,Macarthur High School,Dallas-Fort Worth-Arlington,Irving,16,9,0.016,/districts/irving-isd/macarthur-high-school/,566,2736,0.79,0.21,Minority,25.7,51.5,0.632,0.651,0.51
2444460,Mansfield High School,Dallas-Fort Worth-Arlington,Mansfield,24,14,0.026,/districts/mansfield-isd/mansfield-high-school/,533,2333,0.42,0.58,White,18.3,19,0.225,0.173,0.66
2444459,Mansfield Legacy High School,Dallas-Fort Worth-Arlington,Mansfield,13,8,0.022,/districts/mansfield-isd/mansfield-legacy-high-school/,371,1945,0.44,0.56,White,15.4,25.2,0.367,0.319,0.63
2444461,Mansfield Summit High School,Dallas-Fort Worth-Arlington,Arlington,12,9,0.021,/districts/mansfield-isd/mansfield-summit-high-school/,423,2020,0.67,0.33,Minority,39.3,24,0.45,0.522,0.6
2440263,Mansfield Timberview High Sch,Dallas-Fort Worth-Arlington,Arlington,9,7,0.02,/districts/mansfield-isd/mansfield-timberview-high-school/,344,1656,0.77,0.23,Minority,46.5,25.2,0.459,0.455,0.55
2444633,McKinney Boyd High School,Dallas-Fort Worth-Arlington,McKinney,37,22,0.032,/districts/mckinney-isd/mckinney-boyd-high-school/,689,2875,0.3,0.7,White,9.1,19.1,0.191,0.16,0.75
2444630,McKinney High School,Dallas-Fort Worth-Arlington,McKinney,22,12,0.024,/districts/mckinney-isd/mckinney-high-school/,508,2486,0.46,0.55,White,13.2,30,0.186,0.307,0.63
2444632,McKinney North High School,Dallas-Fort Worth-Arlington,McKinney,16,9,0.02,/districts/mckinney-isd/mckinney-north-high-school/,445,2078,0.43,0.57,White,17.8,23.3,0.282,0.275,0.7
2444659,Melissa High School,Dallas-Fort Worth-Arlington,Melissa,5,2,0.015,/districts/melissa-isd/melissa-high-school/,130,581,0.25,0.75,White,5.2,17.9,0.234,0.148,0.58
2444710,Mesquite High School,Dallas-Fort Worth-Arlington,Mesquite,12,2,0.003,/districts/mesquite-isd/mesquite-high-school/,597,2841,0.83,0.17,Minority,27.5,53.3,0.479,0.683,0.52
2444750,Midlothian High School,Dallas-Fort Worth-Arlington,Midlothian,6,3,0.006,/districts/midlothian-isd/midlothian-high-school/,506,2385,0.29,0.72,White,5.7,20.5,0.338,0.164,0.69
2441791,Moises E Molina High School,Dallas-Fort Worth-Arlington,Dallas,19,7,0.015,/districts/dallas-isd/moises-e-molina-high-school/,461,2099,0.99,0.01,Minority,3.3,95,0.747,0.889,0.44
2442736,Naaman Forest High School,Dallas-Fort Worth-Arlington,Garland,20,13,0.024,/districts/garland-isd/naaman-forest-high-school/,538,2050,0.59,0.42,Minority,19.2,37.3,0.617,0.49,0.48
2441486,New Tech High at Coppell,Dallas-Fort Worth-Arlington,Coppell,4,3,0.029,/districts/coppell-isd/new-tech-high-school-at-coppell/,104,378,0.23,0.77,White,4.5,15.9,0.233,0.124,0.71
2441143,Newman Smith High School,Dallas-Fort Worth-Arlington,Carrollton,17,9,0.023,/districts/carrollton-farmers-branch-isd/smith-high-school/,392,1972,0.76,0.25,Minority,23.2,50.8,0.413,0.599,0.6
2443563,Nimitz High School,Dallas-Fort Worth-Arlington,Irving,4,2,0.004,/districts/irving-isd/nimitz-high-school/,473,2409,0.84,0.16,Minority,7.2,76.5,0.703,0.732,0.47
2442537,North Crowley High School,Dallas-Fort Worth-Arlington,Fort Worth,11,4,0.008,/districts/crowley-isd/north-crowley-high-school/,533,2434,0.77,0.23,Minority,48.8,26.3,0.602,0.548,0.41
2441775,North Dallas High School,Dallas-Fort Worth-Arlington,Dallas,7,5,0.02,/districts/dallas-isd/north-dallas-high-school/,248,1209,0.94,0.06,Minority,17.9,75.4,0.794,0.834,0.34
2442593,North Forney High School,Dallas-Fort Worth-Arlington,Forney,8,2,0.007,/districts/forney-isd/north-forney-high-school/,293,1274,0.44,0.56,White,16.6,24.4,0.436,0.259,0.64
2442732,North Garland High School,Dallas-Fort Worth-Arlington,Garland,12,7,0.014,/districts/garland-isd/north-garland-high-school/,509,2495,0.71,0.29,Minority,15.3,54.1,0.595,0.63,0.53
2443551,North Hills Preparatory,Dallas-Fort Worth-Arlington,Irving,16,8,0.071,/districts/north-hills-preparatory-school/north-hills-preparatory-school-high-school-campus/,113,527,0.31,0.69,White,7.2,21.6,0.139,0.154,0.83
2444712,North Mesquite High School,Dallas-Fort Worth-Arlington,Mesquite,17,6,0.011,/districts/mesquite-isd/north-mesquite-high-school/,563,2754,0.84,0.16,Minority,22.9,59.3,0.587,0.722,0.43
2443715,Northwest High School,Dallas-Fort Worth-Arlington,Justin,16,7,0.012,/districts/northwest-isd/northwest-high-school/,586,2790,0.3,0.7,White,6.3,21.4,0.332,0.204,0.52
2442548,O D Wyatt Senior High School,Dallas-Fort Worth-Arlington,Ft Worth,5,1,0.004,/districts/fort-worth-isd/od-wyatt-high-school/,228,1346,0.89,0.12,Minority,37.7,50.1,0.818,0.723,0.25
2445520,Pilot Point High School,Dallas-Fort Worth-Arlington,Pilot Point,2,2,0.017,/districts/pilot-point-isd/pilot-point-high-school/,115,430,0.37,0.63,White,3.5,33,0.435,0.44,0.58
2445569,Plano East Senior High School,Dallas-Fort Worth-Arlington,Plano,108,66,0.055,/districts/plano-isd/plano-east-senior-high-school/,1201,2822,0.42,0.58,White,12.7,27,0.123,0.296,0.71
2445565,Plano Senior High School,Dallas-Fort Worth-Arlington,Plano,119,69,0.052,/districts/plano-isd/plano-senior-high-school/,1318,2756,0.33,0.67,White,11.4,18.3,0.092,0.223,0.78
2445573,Plano West Senior High School,Dallas-Fort Worth-Arlington,Plano,222,132,0.087,/districts/plano-isd/plano-west-senior-high-school/,1509,2887,0.26,0.74,White,9.6,13.2,0.115,0.135,0.77
2445715,Prosper High School,Dallas-Fort Worth-Arlington,Prosper,20,8,0.02,/districts/prosper-isd/prosper-high-school/,400,1866,0.25,0.76,White,8.1,13.4,0.151,0.083,0.75
2441140,R L Turner High School,Dallas-Fort Worth-Arlington,Carrollton,16,10,0.022,/districts/carrollton-farmers-branch-isd/turner-high-school/,448,2069,0.83,0.17,Minority,4.4,77.9,0.551,0.708,0.49
2443572,Ranchview High School,Dallas-Fort Worth-Arlington,Irving,9,7,0.04,/districts/carrollton-farmers-branch-isd/ranchview-high-school/,177,843,0.63,0.37,Minority,42.7,18.3,0.336,0.467,0.56
2445805,Red Oak High School,Dallas-Fort Worth-Arlington,Red Oak,7,5,0.013,/districts/red-oak-isd/red-oak-high-school/,396,1790,0.55,0.45,Minority,21.8,30.9,0.304,0.385,0.52
2445840,Richardson High School,Dallas-Fort Worth-Arlington,Richardson,37,19,0.035,/districts/richardson-isd/richardson-high-school/,548,2641,0.65,0.36,Minority,20,41.1,0.425,0.49,0.68
2441848,Richland Collegiate High School,Dallas-Fort Worth-Arlington,Dallas,11,8,0.037,/districts/richland-collegiate-high-school-of-math-science-and-engineering/richland-collegiate-high-school-of-math-science-and-engineering/,218,445,0.45,0.55,White,19.3,22.7,0.081,0.276,0.88
2442558,Richland Senior High School,Dallas-Fort Worth-Arlington,N Richland Hills,11,7,0.013,/districts/birdville-isd/richland-high-school/,532,2137,0.37,0.63,White,9.5,24.9,0.293,0.39,0.64
2442560,Robert L Paschal High School,Dallas-Fort Worth-Arlington,Fort Worth,32,12,0.021,/districts/fort-worth-isd/paschal-high-school/,582,2610,0.69,0.31,Minority,7.2,60.2,0.548,0.406,0.64
2445952,Rockwall High School,Dallas-Fort Worth-Arlington,Rockwall,21,14,0.027,/districts/rockwall-isd/rockwall-high-school/,514,2322,0.26,0.74,White,6.7,15.9,0.252,0.161,0.77
2443191,Rockwall-Heath High School,Dallas-Fort Worth-Arlington,Heath,11,4,0.008,/districts/rockwall-isd/rockwall-heath-high-school/,493,2200,0.34,0.66,White,7.5,23.2,0.227,0.259,0.62
2446017,Rowlett High School,Dallas-Fort Worth-Arlington,Rowlett,12,8,0.013,/districts/garland-isd/rowlett-high-school/,635,2732,0.56,0.44,Minority,18.5,35.7,0.554,0.345,0.65
2446050,Royse City High School,Dallas-Fort Worth-Arlington,Royse City,5,2,0.007,/districts/royse-city-isd/royse-city-high-school/,292,1410,0.39,0.61,White,6,30.9,0.274,0.316,0.67
2446082,Sachse High School,Dallas-Fort Worth-Arlington,Sachse,14,7,0.011,/districts/garland-isd/sachse-high-school/,644,2859,0.53,0.47,Minority,15.7,35.9,0.555,0.367,0.6
2446087,Saginaw High School,Dallas-Fort Worth-Arlington,Saginaw,9,3,0.008,/districts/eagle-mt-saginaw-isd/saginaw-high-school/,395,1785,0.56,0.44,Minority,15.4,38.3,0.356,0.421,0.45
2440242,Sam Houston High School,Dallas-Fort Worth-Arlington,Arlington,6,3,0.004,/districts/arlington-isd/sam-houston-high-school/,674,3499,0.89,0.11,Minority,20.9,67.4,0.827,0.851,0.33
2441721,School of Businesss/Management,Dallas-Fort Worth-Arlington,Dallas,6,3,0.028,/districts/dallas-isd/school-of-business-and-management/,106,505,0.97,0.03,Minority,24.4,72.1,0.22,0.794,0.85
2441769,"School of Government, Law, And Law Enforce",Dallas-Fort Worth-Arlington,Dallas,5,2,0.019,/districts/dallas-isd/judge-barefoot-sanders-law-magnet/,103,393,0.94,0.06,Minority,21.9,71.5,0.209,0.791,0.9
2441812,Skyline High School,Dallas-Fort Worth-Arlington,Dallas,36,16,0.015,/districts/dallas-isd/skyline-high-school/,1046,4774,0.97,0.03,Minority,25.1,72.1,0.652,0.824,0.39
2442733,South Garland High School,Dallas-Fort Worth-Arlington,Garland,4,4,0.009,/districts/garland-isd/south-garland-high-school/,441,2007,0.9,0.1,Minority,18.7,70,0.774,0.748,0.4
2442932,South Grand Prairie High School,Dallas-Fort Worth-Arlington,Grand Prairie,21,14,0.02,/districts/grand-prairie-isd/south-grand-prairie-high-school/,695,2368,0.79,0.21,Minority,24.3,53,0.517,0.543,0.52
2441815,South Oak Cliff High School,Dallas-Fort Worth-Arlington,Dallas,10,4,0.016,/districts/dallas-isd/south-oak-cliff-high-school/,255,1319,0.99,0.01,Minority,71.7,27.4,0.84,0.838,0.23
2442565,Southwest High School,Dallas-Fort Worth-Arlington,Fort Worth,6,2,0.008,/districts/fort-worth-isd/southwest-high-school/,238,1265,0.8,0.2,Minority,40,37.7,0.598,0.585,0.45
2446695,Springtown High School,Dallas-Fort Worth-Arlington,Springtown,1,1,0.005,/districts/springtown-isd/springtown-high-school/,191,912,0.21,0.79,White,1.3,17.4,0.52,0.452,0.51
2444831,Sunnyvale High School,Dallas-Fort Worth-Arlington,Sunnyvale,5,2,0.018,/districts/sunnyvale-isd/sunnyvale-high-school/,110,442,0.23,0.77,White,7.7,12,0.12,0.097,0.76
2441820,Sunset High School,Dallas-Fort Worth-Arlington,Dallas,16,1,0.002,/districts/dallas-isd/sunset-high-school/,441,2078,0.99,0.01,Minority,1.1,97.3,0.71,0.845,0.46
2446950,Terrell High School,Dallas-Fort Worth-Arlington,Terrell,4,3,0.013,/districts/terrell-isd/terrell-high-school/,227,1085,0.69,0.31,Minority,24.7,41.9,0.803,0.657,0.48
2441822,Thomas Jefferson High School,Dallas-Fort Worth-Arlington,Dallas,8,2,0.007,/districts/dallas-isd/thomas-jefferson-high-school/,293,1718,0.99,0.01,Minority,4.8,93.7,0.828,0.863,0.43
2443752,Timber Creek High School,Dallas-Fort Worth-Arlington,Fort Worth,17,10,0.016,/districts/keller-isd/timbercreek-high-school/,619,2955,0.37,0.63,White,9.5,24.1,0.28,0.216,0.6
2442322,Trinity High School,Dallas-Fort Worth-Arlington,Euless,36,27,0.036,/districts/hurst-euless-bedford-isd/trinity-high-school/,759,2415,0.5,0.5,Minority,21,26.3,0.402,0.458,0.62
2446084,W E Boswell High School,Dallas-Fort Worth-Arlington,Fort Worth,13,7,0.022,/districts/eagle-mt-saginaw-isd/boswell-high-school/,323,1605,0.34,0.66,White,6.7,24.2,0.308,0.297,0.54
2441830,W H Adamson High School,Dallas-Fort Worth-Arlington,Dallas,7,2,0.007,/districts/dallas-isd/wh-adamson-high-school/,299,1441,0.99,0.01,Minority,2.8,95.6,0.749,0.865,0.46
2441833,W W Samuell High School,Dallas-Fort Worth-Arlington,Dallas,3,2,0.006,/districts/dallas-isd/ww-samuell-high-school/,327,1634,0.99,0.01,Minority,21.7,76.8,0.823,0.879,0.24
2441828,Warren T White High School,Dallas-Fort Worth-Arlington,Dallas,24,10,0.022,/districts/dallas-isd/wt-white-high-school/,454,2289,0.87,0.13,Minority,10.4,75.8,0.634,0.763,0.58
2447382,Waxahachie High School,Dallas-Fort Worth-Arlington,Waxahachie,13,10,0.024,/districts/waxahachie-isd/waxahachie-high-school/,423,1985,0.5,0.5,White,12.6,34.8,0.52,0.417,0.54
2447395,Weatherford High School,Dallas-Fort Worth-Arlington,Weatherford,16,7,0.014,/districts/weatherford-isd/weatherford-high-school/,508,2235,0.27,0.73,White,2.6,22.8,0.459,0.32,0.53
2444714,West Mesquite High School,Dallas-Fort Worth-Arlington,Mesquite,10,2,0.004,/districts/mesquite-isd/west-mesquite-high-school/,460,1935,0.88,0.12,Minority,26.3,60.6,0.618,0.763,0.48
2442575,Western Hills High School,Dallas-Fort Worth-Arlington,Fort Worth,4,2,0.008,/districts/fort-worth-isd/western-hills-high-school/,263,1236,0.62,0.38,Minority,20.6,37.7,0.658,0.475,0.39
2441887,Wilmer-Hutchins High School,Dallas-Fort Worth-Arlington,Dallas,3,2,0.01,/districts/dallas-isd/wilmer-hutchins-h-s/,208,862,0.99,0.01,Minority,67.3,31.3,0.775,0.853,0.23
2441835,Woodrow Wilson High School,Dallas-Fort Worth-Arlington,Dallas,21,14,0.043,/districts/dallas-isd/woodrow-wilson-high-school/,322,1696,0.76,0.24,Minority,9,66.5,0.56,0.601,0.51
2447699,Wylie East High School,Dallas-Fort Worth-Arlington,Wylie,7,3,0.009,/districts/wylie-isd-collin/wylie-east-high-school/,343,1718,0.39,0.61,White,13,23.6,0.346,0.258,0.62
2447675,Wylie High School,Dallas-Fort Worth-Arlington,Wylie,17,10,0.023,/districts/wylie-isd-collin/wylie-high-school/,438,2059,0.39,0.61,White,16.8,19.7,0.307,0.233,0.66
2443335,Aldine Senior High School,Houston-The Woodlands-Sugar Land,Houston,24,4,0.006,/districts/aldine-isd/aldine-high-school/,641,2403,0.97,0.03,Minority,8.7,87.9,0.733,0.799,0.49
2440076,Alief Hastings High School,Houston-The Woodlands-Sugar Land,Houston,27,10,0.014,/districts/alief-isd/hastings-high-school/,693,3889,0.85,0.15,Minority,31.7,53.3,0.711,0.758,0.46
2443536,Alief Taylor High School,Houston-The Woodlands-Sugar Land,Houston,29,14,0.023,/districts/alief-isd/taylor-high-school/,614,3067,0.81,0.19,Minority,34.6,46.3,0.662,0.726,0.39
2440115,Alvin High School,Houston-The Woodlands-Sugar Land,Alvin,22,9,0.018,/districts/alvin-isd/alvin-high-school/,488,2547,0.54,0.46,Minority,2.8,49.3,0.46,0.474,0.53
2443599,Andy Dekaney High School,Houston-The Woodlands-Sugar Land,Houston,17,8,0.014,/districts/spring-isd/andy-dekaney-high-school/,573,2839,0.95,0.05,Minority,57.3,37.1,0.666,0.729,0.28
2440180,Angleton High School,Houston-The Woodlands-Sugar Land,Angleton,12,5,0.013,/districts/angleton-isd/angleton-high-school/,390,1886,0.57,0.43,Minority,11.8,43.6,0.546,0.492,0.55
2443583,Atascocita High School,Houston-The Woodlands-Sugar Land,Humble,21,13,0.019,/districts/humble-isd/atascocita-high-school/,696,3210,0.54,0.46,Minority,21.2,30.4,0.515,0.256,0.54
2445997,B F Terry High School,Houston-The Woodlands-Sugar Land,Rosenberg,7,3,0.008,/districts/lamar-cisd/bf-terry-high-school/,359,1781,0.87,0.13,Minority,12.5,73.4,0.664,0.615,0.53
2442690,Ball High School,Houston-The Woodlands-Sugar Land,Galveston,21,15,0.036,/districts/galveston-isd/ball-high-school/,422,1875,0.69,0.31,Minority,22,45,0.397,0.615,0.49
2443440,Barbara Jordan High School,Houston-The Woodlands-Sugar Land,Houston,9,2,0.011,/districts/houston-isd/barbara-jordan-high-school/,179,803,0.99,0.01,Minority,53.1,45.8,0.697,0.832,0.33
2440557,Bellaire Senior High School,Houston-The Woodlands-Sugar Land,Bellaire,76,46,0.066,/districts/houston-isd/bellaire-high-school/,699,3671,0.64,0.36,Minority,20.3,42.5,0.553,0.477,0.68
2440575,Bellville High School,Houston-The Woodlands-Sugar Land,Bellville,6,6,0.042,/districts/bellville-isd/bellville-high-school/,142,606,0.35,0.65,White,9.7,23.1,0.467,0.36,0.42
2443340,Booker T Washington Senior High School,Houston-The Woodlands-Sugar Land,Houston,6,1,0.008,/districts/houston-isd/washington-bt-high-school/,118,705,0.97,0.04,Minority,55.7,39.9,0.828,0.688,0.35
2442610,Brazosport High School,Houston-The Woodlands-Sugar Land,Freeport,5,1,0.005,/districts/brazosport-isd/brazosport-high-school/,191,1024,0.81,0.19,Minority,11.1,68.5,0.715,0.662,0.3
2442612,Brazoswood High School,Houston-The Woodlands-Sugar Land,Clute,13,6,0.011,/districts/brazosport-isd/brazoswood-high-school/,539,2543,0.5,0.5,White,7.3,40.4,0.456,0.343,0.55
2443355,C E King High School,Houston-The Woodlands-Sugar Land,Houston,16,5,0.013,/districts/sheldon-isd/ce-king-high-school/,396,1898,0.92,0.08,Minority,25.9,65.3,0.671,0.682,0.47
2441463,Caney Creek High School,Houston-The Woodlands-Sugar Land,Conroe,7,5,0.015,/districts/conroe-isd/caney-creek-high-school/,335,1811,0.47,0.53,White,0.9,43.7,0.622,0.622,0.43
2443541,Carnegie Vanguard High School,Houston-The Woodlands-Sugar Land,Houston,25,12,0.086,/districts/houston-isd/carnegie-vanguard-high-school/,139,613,0.41,0.59,White,10.6,27.9,0.113,0.253,0.98
2443371,Carver Magnet High School,Houston-The Woodlands-Sugar Land,Houston,8,3,0.016,/districts/aldine-isd/carver-high-school-for-applied-techengineeringarts/,182,905,0.98,0.02,Minority,50.9,45.7,0.656,0.72,0.55
2443528,Cesar E Chavez High School,Houston-The Woodlands-Sugar Land,Houston,25,12,0.018,/districts/houston-isd/chavez-high-school/,670,3202,0.95,0.05,Minority,12.6,82.3,0.796,0.816,0.39
2441217,Channelview High School,Houston-The Woodlands-Sugar Land,Channelview,11,2,0.004,/districts/channelview-isd/channelview-high-school/,486,2319,0.89,0.11,Minority,14.9,73.7,0.471,0.692,0.5
2443360,Charles H Milby High School,Houston-The Woodlands-Sugar Land,Houston,12,3,0.007,/districts/houston-isd/milby-high-school/,408,1591,0.99,0.01,Minority,6.9,92.3,0.82,0.72,0.26
2443509,Cinco Ranch High School,Houston-The Woodlands-Sugar Land,Katy,81,43,0.056,/districts/katy-isd/cinco-ranch-high-school/,773,3169,0.33,0.67,White,8,22.1,0.213,0.103,0.78
2442624,Clear Brook High School,Houston-The Woodlands-Sugar Land,Friendswood,32,14,0.024,/districts/clear-creek-isd/clear-brook-high-school/,572,2330,0.45,0.55,White,12,29.9,0.421,0.252,0.67
2444087,Clear Creek High School,Houston-The Woodlands-Sugar Land,League City,24,7,0.014,/districts/clear-creek-isd/clear-creek-high-school/,513,2280,0.41,0.59,White,11.8,26.9,0.434,0.234,0.71
2444080,Clear Falls High School,Houston-The Woodlands-Sugar Land,League City,26,15,0.027,/districts/clear-creek-isd/clear-falls-high-school/,551,2436,0.31,0.69,White,4.9,22.7,0.354,0.152,0.76
2443361,Clear Lake High School,Houston-The Woodlands-Sugar Land,Houston,81,37,0.059,/districts/clear-creek-isd/clear-lake-high-school/,627,2432,0.31,0.69,White,6.5,21.4,0.336,0.171,0.82
2444082,Clear Springs High School,Houston-The Woodlands-Sugar Land,League City,40,25,0.048,/districts/clear-creek-isd/clear-springs-high-school/,521,2458,0.4,0.61,White,10.3,25.4,0.337,0.147,0.67
2447465,Columbia High School,Houston-The Woodlands-Sugar Land,West Columbia,2,1,0.006,/districts/columbia-brazoria-isd/columbia-high-school/,171,867,0.42,0.58,White,12.8,26.6,0.438,0.459,0.38
2441470,Conroe High School,Houston-The Woodlands-Sugar Land,Conroe,14,5,0.007,/districts/conroe-isd/conroe-high-school/,720,3455,0.65,0.35,Minority,11.1,51.7,0.542,0.562,0.49
2441632,Crosby High School,Houston-The Woodlands-Sugar Land,Crosby,6,2,0.007,/districts/crosby-isd/crosby-high-school/,291,1580,0.52,0.48,Minority,18,31.9,0.442,0.362,0.51
2441690,Cy-Fair Senior High School,Houston-The Woodlands-Sugar Land,Cypress,59,31,0.038,/districts/cypress-fairbanks-isd/cyfair-high-school/,814,3647,0.43,0.57,White,11.8,28.2,0.287,0.285,0.69
2443358,Cypress Creek High School,Houston-The Woodlands-Sugar Land,Houston,39,19,0.026,/districts/cypress-fairbanks-isd/cypress-creek-high-school/,729,3150,0.56,0.44,Minority,21.5,31.8,0.339,0.422,0.63
2443346,Cypress Falls High School,Houston-The Woodlands-Sugar Land,Houston,46,27,0.034,/districts/cypress-fairbanks-isd/cypress-falls-high-school/,797,3657,0.64,0.36,Minority,18.9,43.1,0.385,0.466,0.6
2443747,Cypress Lakes High School,Houston-The Woodlands-Sugar Land,Katy,31,16,0.019,/districts/cypress-fairbanks-isd/cypress-lakes-high-school/,840,3599,0.81,0.19,Minority,20.8,58,0.46,0.624,0.53
2441689,Cypress Ranch High School,Houston-The Woodlands-Sugar Land,Cypress,51,26,0.034,/districts/cypress-fairbanks-isd/cypress-ranch-high-school/,764,3455,0.36,0.64,White,10.2,23.2,0.182,0.115,0.73
2443535,Cypress Ridge High School,Houston-The Woodlands-Sugar Land,Houston,35,26,0.038,/districts/cypress-fairbanks-isd/cypress-ridge-high-school/,676,3006,0.77,0.23,Minority,19.6,55.8,0.486,0.631,0.55
2443317,Cypress Springs High School,Houston-The Woodlands-Sugar Land,Cypress,27,11,0.019,/districts/cypress-fairbanks-isd/cypress-springs-high-school/,578,2933,0.85,0.15,Minority,31.9,51.3,0.45,0.695,0.47
2443302,Cypress Woods High School,Houston-The Woodlands-Sugar Land,Cypress,52,32,0.041,/districts/cypress-fairbanks-isd/cypress-woods-high-school/,778,3285,0.39,0.61,White,11.1,25.6,0.21,0.167,0.71
2445414,Dawson High School,Houston-The Woodlands-Sugar Land,Pearland,40,19,0.04,/districts/pearland-isd/glenda-dawson-high-school/,475,2255,0.53,0.48,Minority,29.8,20,0.193,0.227,0.68
2441865,Dayton High School,Houston-The Woodlands-Sugar Land,Dayton,4,4,0.014,/districts/dayton-isd/dayton-high-school/,289,1448,0.45,0.55,White,9,34.5,0.548,0.512,0.51
2443378,Debakey High School For Health Professions,Houston-The Woodlands-Sugar Land,Houston,33,9,0.048,/districts/houston-isd/debakey-high-school-for-health-professions/,189,844,0.45,0.55,White,16.7,27.6,0.136,0.417,0.97
2441875,Deer Park High School South,Houston-The Woodlands-Sugar Land,Deer Park,24,7,0.008,/districts/deer-park-isd/deer-park-high-school/,885,4095,0.54,0.46,Minority,2.3,49.7,0.292,0.369,0.61
2442010,Dickinson High School,Houston-The Woodlands-Sugar Land,Dickinson,16,10,0.019,/districts/dickinson-isd/dickinson-high-school/,535,2649,0.65,0.35,Minority,19.3,43.5,0.481,0.543,0.6
2446785,Dulles High School,Houston-The Woodlands-Sugar Land,Sugar Land,63,38,0.07,/districts/fort-bend-isd/dulles-high-school/,543,2179,0.38,0.62,White,17.9,17.4,0.302,0.204,0.74
2443359,Eisenhower High School,Houston-The Woodlands-Sugar Land,Houston,23,3,0.006,/districts/aldine-isd/eisenhower-high-school/,511,1750,0.96,0.04,Minority,36.3,58.9,0.774,0.65,0.4
2446782,Elkins High School,Houston-The Woodlands-Sugar Land,Missouri City,31,18,0.037,/districts/fort-bend-isd/lawrence-elkins-high-school/,482,2059,0.58,0.43,Minority,37.7,16.4,0.322,0.241,0.64
2440078,Elsik High School,Houston-The Woodlands-Sugar Land,Houston,28,10,0.014,/districts/alief-isd/elsik-high-school/,736,3983,0.86,0.14,Minority,32.6,53.2,0.689,0.78,0.37
2443367,Evan E Worthing Sr High School,Houston-The Woodlands-Sugar Land,Houston,8,2,0.014,/districts/houston-isd/worthing-high-school/,138,672,0.99,0.01,Minority,86.3,12.5,0.865,0.734,0.16
2445856,Foster High School,Houston-The Woodlands-Sugar Land,Richmond,21,12,0.025,/districts/lamar-cisd/foster-high-school/,487,2126,0.51,0.49,Minority,21.6,27.9,0.406,0.224,0.63
2442625,Friendswood High School,Houston-The Woodlands-Sugar Land,Friendswood,41,17,0.032,/districts/friendswood-isd/friendswood-high-school/,532,2192,0.17,0.83,White,2.1,13.8,0.247,0.054,0.82
2442680,Galena Park High School,Houston-The Woodlands-Sugar Land,Galena Park,7,5,0.011,/districts/galena-park-isd/galena-park-high-school/,463,2045,0.97,0.03,Minority,4.5,92,0.602,0.779,0.53
2443531,George Bush High School,Houston-The Woodlands-Sugar Land,Richmond,15,9,0.019,/districts/fort-bend-isd/george-bush-high-school/,482,2179,0.81,0.19,Minority,35.7,43.9,0.459,0.575,0.46
2445862,George Ranch High School,Houston-The Woodlands-Sugar Land,Richmond,27,16,0.033,/districts/lamar-cisd/george-ranch-high-school/,481,2214,0.5,0.5,White,23.4,24.8,0.319,0.21,0.71
2440480,Goose Creek Memorial High School,Houston-The Woodlands-Sugar Land,Baytown,14,4,0.011,/districts/goose-creek-cisd/goose-creek-memorial-high-school/,377,1969,0.68,0.32,Minority,19.9,46.7,0.34,0.441,0.46
2443481,Hargrave High School,Houston-The Woodlands-Sugar Land,Huffman,4,3,0.014,/districts/huffman-isd/hargrave-high-school/,217,982,0.19,0.82,White,2,15.5,0.342,0.257,0.53
2443598,Harmony School of Advancement,Houston-The Woodlands-Sugar Land,Houston,14,5,0.045,/districts/harmony-school-of-excellence/harmony-school-of-advancement-high/,112,626,0.61,0.39,Minority,17.1,41.7,0.377,0.423,0.67
2443546,Harmony Science Academy,Houston-The Woodlands-Sugar Land,Houston,13,5,0.038,/districts/harmony-science-academy-houston/harmony-science-academy/,130,550,0.71,0.29,Minority,21.3,48.5,0.469,0.755,0.73
2443396,High School For Law Enforcement & Cri. Jus.,Houston-The Woodlands-Sugar Land,Houston,5,3,0.028,/districts/houston-isd/high-school-for-law-enforcement-and-criminal-justice/,107,438,0.95,0.05,Minority,16.4,79,0.646,0.836,0.69
2443376,High School Perform & Vis Arts,Houston-The Woodlands-Sugar Land,Houston,24,11,0.065,/districts/houston-isd/high-school-for-the-performing-and-visual-arts/,169,724,0.44,0.57,White,17.4,23.9,0.193,0.182,0.95
2443597,Houston Academy Intl Studies,Houston-The Woodlands-Sugar Land,Houston,6,1,0.01,/districts/houston-isd/houston-academy-for-international-studies/,104,441,0.91,0.09,Minority,41.7,48.3,0.519,0.712,0.75
